メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備,グレード_fixed,排気量_fixed,車検_fixed,色_fixed,装備_fixed
メーカー,車種,年式,シフト,走行,型式,評価,価格(万円),更新年月 ▲,グレード,排気量,車検,色,装備,グレード,,,,排気量
マセラティ,グラントゥーリズモ クーペ 2WD,2009,ＡＴ,69,MGTS,4 - きれい,189 ～ 191,2025年09月,,4700,,白,AC AW 革,,,,,
マセラティ,グラントゥーリズモ 2WD,2016,ＡＴ,60,MGTA1,4 - きれい,369 ～ 373,2025年09月,,4700,8.12,パール,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,41,MLE30D,5 - すごくきれい,399 ～ 402,2025年09月,グランスポーツ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,44,MG30,5 - すごくきれい,431 ～ 434,2025年09月,,3000,8.9,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2022,ＡＴ,14,MG20,3 - 普通,359 ～ 364,2025年09月,ＧＴハイブリッド,2000,9.6,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,27,MG20,4 - きれい,405 ～ 409,2025年09月,ハイブリッド グランスポーツ,2000,,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2009,ＡＴ,89,MQPG,4 - きれい,247 ～ 251,2025年09月,スポーツＧＴ Ｓ,4700,9.4,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,38,MG30B,5 - すごくきれい,173 ～ 178,2025年09月,ベースグレード,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,101,MLE30D,4 - きれい,272 ～ 275,2025年09月,ベースグレード,3000,8.1,青,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,8,MLE30D,5 - すごくきれい,417 ～ 421,2025年09月,グランスポーツ,3000,,青,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2013,ＡＴ,44,MGTA1,4 - きれい,415 ～ 418,2025年09月,スポーツ,4700,8.10,黒,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,25,MG30C,5 - すごくきれい,377 ～ 383,2025年09月,グランスポーツ,3000,7.8,パール,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2009,ＡＴ,58,MGTA,4 - きれい,268 ～ 272,2025年09月,Ｓ,4700,8.12,白,AC AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,22,MLE20,5 - すごくきれい,469 ～ 473,2025年09月,ＧＴハイブリッド,2000,7.11,白,AC NV TV AW SR 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,4,MC30,5 - すごくきれい,1681 ～ 1685,2025年09月,ベースグレード,3000,7.12,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,22,MLE30A,5 - すごくきれい,450 ～ 454,2025年09月,グランスポーツ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,11,MG20,5 - すごくきれい,475 ～ 479,2025年09月,ハイブリッド グランスポーツ,2000,8.8,白,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2024,ＡＴ,6,MGR20C,5 - すごくきれい,602 ～ 606,2025年09月,ＧＴ,2000,9.6,シルバー,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,22,MGR20C,5 - すごくきれい,587 ～ 590,2025年09月,,2000,7.12,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,68,MG30A,5 - すごくきれい,176 ～ 179,2025年09月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 4WD,2014,ＡＴ,61,MQP30AA,4 - きれい,171 ～ 175,2025年09月,Ｓ Ｑ４,3000,8.2,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,38,MLE38,5 - すごくきれい,708 ～ 710,2025年09月,トロフェオ,3800,7.12,青,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2018,ＡＴ,7,MGTA1,5 - すごくきれい,732 ～ 736,2025年09月,スポーツ,4700,9.5,黒,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,28,MG30A,-1 - 修復歴あり,279 ～ 282,2025年09月,Ｓ グランスポーツ,3000,8.3,青,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 2WD,2021,ＡＴ,24,MG20,5 - すごくきれい,452 ～ 454,2025年09月,,2000,8.8,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,39,MLE38A,5 - すごくきれい,637 ～ 641,2025年09月,トロフェオ,3800,8.12,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,50,MG30A,4 - きれい,188 ～ 190,2025年09月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,29,MG30B,4 - きれい,148 ～ 152,2025年09月,ベースグレード,3000,8.2,ゴールド,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,103,MLE30D,4 - きれい,255 ～ 258,2025年09月,ベースグレード,3000,8.6,,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,93,MLE30D,4 - きれい,249 ～ 251,2025年09月,ベースグレード,3000,,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,13,MLE38A,5 - すごくきれい,675 ～ 679,2025年09月,トロフェオ,3800,8.2,青,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2021,ＡＴ,40,MLE30,5 - すごくきれい,441 ～ 444,2025年09月,,3000,8.8,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2012,ＡＴ,52,MGTA1,4 - きれい,294 ～ 300,2025年09月,スポーツ ＭＣオートシフト,4700,,白,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2016,ＡＴ,89,MQP30A,5 - すごくきれい,146 ～ 149,2025年09月,Ｓ,3000,7.10,,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,29,MLE30E,4 - きれい,439 ～ 444,2025年09月,Ｓグランスポーツ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,42,5 - すごくきれい,274 ～ 277,nan,2025年09月,グランスポーツ,3000,,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,27,MLE38A,5 - すごくきれい,733 ～ 736,2025年09月,トロフェオ,3800,8.1,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2018,ＡＴ,45,MGTA1,5 - すごくきれい,549 ～ 553,2025年09月,スポーツ,4700,8.7,黒,AC NV TV AW 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,23,MGR20C,5 - すごくきれい,532 ～ 536,2025年09月,,2000,8.6,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 2WD,2022,ＡＴ,9,MG20,5 - すごくきれい,481 ～ 485,2025年09月,,2000,8.1,グレー,AC NV TV AW SR 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2010,ＡＴ,50,MGC,4 - きれい,374 ～ 378,2025年09月,ベースグレード,4700,8.9,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2018,ＡＴ,57,MG30AA,5 - すごくきれい,360 ～ 363,2025年09月,Ｓ Ｑ４ グランスポーツ,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2018,ＡＴ,48,MLE30E,5 - すごくきれい,312 ～ 317,2025年09月,,3000,,黒,AC NV TV 革,,,,,
マセラティ,グレカーレ 4WD,2023,ＡＴ,28,MGR20C,5 - すごくきれい,479 ～ 482,2025年09月,,2000,8.6,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,38,MLE30A,4 - きれい,269 ～ 272,2025年09月,ベースグレード,3000,,白,AC AW SR,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,10,MGR20A,5 - すごくきれい,668 ～ 673,2025年09月,モデナ,2000,8.2,白,AC NV TV AW SR 革,,,,,
マセラティ,グランスポーツ クーペ 2WD,2006,ＡＴ,58,MGS,3 - 普通,219 ～ 222,2025年09月,ベースグレード,4200,8.9,青,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2022,ＡＴ,3,MLE20,5 - すごくきれい,648 ～ 653,2025年09月,,2000,9.9,黒,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,156,MGT,3 - 普通,149 ～ 151,2025年09月,ベースグレード,4200,,黒,AC 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,44,MG30C,5 - すごくきれい,238 ～ 242,2025年09月,ベースグレード,3000,8.8,白,AC AW,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,63,MLE30D,5 - すごくきれい,264 ～ 267,2025年09月,ベースグレード,3000,7.12,シルバー,AC NV TV AW 革,,,,,
マセラティ,ＭＣ２０ 2WD,2022,ＡＴ,3,MC30,5 - すごくきれい,1732 ～ 1738,2025年09月,,3000,9.3,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,7,MLE38,5 - すごくきれい,979 ～ 983,2025年09月,トロフェオ,3800,7.7,,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,63,MG30C,5 - すごくきれい,237 ～ 243,2025年09月,グランルッソ,3000,9.5,黒,AC NV TV AW 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,8,MC30,5 - すごくきれい,1696 ～ 1702,2025年09月,ベースグレード,3000,7.9,黒,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,77,MG30A,4 - きれい,148 ～ 153,2025年09月,Ｓ,3000,,パール,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,37,MLE30A,5 - すごくきれい,338 ～ 342,2025年09月,ベースグレード,3000,9.3,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,95,MG30A,5 - すごくきれい,268 ～ 272,2025年09月,Ｓ グランスポーツ,3000,7.12,黒,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,35,MG30A,5 - すごくきれい,200 ～ 203,2025年09月,Ｓ,3000,8.6,白,AC NV TV AW 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,6,MGR20C,5 - すごくきれい,656 ～ 661,2025年09月,,2000,8.5,パール,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,24,MLE30E,5 - すごくきれい,521 ～ 524,2025年09月,Ｓグランスポーツ,3000,8.3,黒,AC AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,82,MLE30A,4 - きれい,314 ～ 318,2025年09月,ベースグレード,3000,7.12,,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2009,ＡＴ,101,MQPG,4 - きれい,191 ～ 196,2025年09月,スポーツＧＴ Ｓ,4700,7.10,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2021,ＡＴ,57,MLE30,5 - すごくきれい,372 ～ 375,2025年09月,,3000,8.12,黒,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 4WD,2022,ＡＴ,19,MGR20C,5 - すごくきれい,580 ～ 583,2025年09月,,2000,8.8,グレー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2019,ＡＴ,42,MG30C,5 - すごくきれい,394 ～ 397,2025年09月,グランスポーツ,3000,7.12,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2015,ＡＴ,123,MG30AA,4 - きれい,113 ～ 117,2025年09月,Ｓ Ｑ４,3000,8.1,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2022,ＡＴ,14,MG30,5 - すごくきれい,603 ～ 606,2025年09月,モデナ,3000,9.5,白,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,24,MG30B,5 - すごくきれい,167 ～ 173,2025年09月,ベースグレード,3000,8.10,赤,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,63,MG30B,5 - すごくきれい,116 ～ 120,2025年09月,ベースグレード,3000,8.5,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,24,MLE30,5 - すごくきれい,738 ～ 742,2025年09月,モデナＳ,3000,9.9,パール,AC NV TV AW SR 革,,,,,
マセラティ,スパイダー オープン 2WD,2007,ＡＴ,26,SPY,4 - きれい,327 ～ 330,2025年09月,ベースグレード,4200,9.5,グレー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,39,MG30B,5 - すごくきれい,199 ～ 202,2025年09月,ベースグレード,3000,7.10,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,154,MGT,3 - 普通,138 ～ 141,2025年09月,ベースグレード,4200,,黒,AC,,,,,
マセラティ,クアトロポルテ 4D 2WD,2017,ＡＴ,72,MQP30C,5 - すごくきれい,222 ～ 226,2025年09月,ベースグレード,3000,8.11,グレー,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,99,MLE30A,4 - きれい,210 ～ 212,2025年09月,グランスポーツ,3000,9.1,白,AC AW,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,22,MQP30A,5 - すごくきれい,249 ～ 254,2025年09月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 4WD,2023,ＡＴ,10,MGR20A,5 - すごくきれい,576 ～ 580,2025年09月,,2000,8.9,白,AC NV TV AW 革,,,,,
マセラティ,スパイダー オープン 2WD,2004,ＡＴ,41,SPY,4 - きれい,152 ～ 156,2025年09月,ベースグレード,4200,9.5,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,58,MG30B,5 - すごくきれい,154 ～ 156,2025年09月,ベースグレード,3000,9.9,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,37,MLE30D,5 - すごくきれい,333 ～ 336,2025年09月,グランルッソ,3000,9.1,,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,38,MLE30D,5 - すごくきれい,378 ～ 381,2025年09月,グランスポーツ,3000,8.12,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,38,MG30B,5 - すごくきれい,167 ～ 171,2025年09月,ベースグレード,3000,8.9,青,AC AW 革,,,,,
マセラティ,グレカーレ 5D 4WD,2024,ＡＴ,1,MGR30,5 - すごくきれい,850 ～ 855,2025年09月,,2900,8.12,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,23,MG30A,5 - すごくきれい,518 ～ 521,2025年09月,Ｓ グランスポーツ,3000,8.1,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,50,MG30A,4 - きれい,176 ～ 179,2025年09月,Ｓ,3000,7.10,パール,AC AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2012,ＡＴ,25,MGTA,5 - すごくきれい,328 ～ 332,2025年09月,Ｓ,4700,8.8,黒,AC AW,,,,,
マセラティ,クアトロポルテ 4D 2WD,2012,ＡＴ,80,MQPG,4 - きれい,117 ～ 121,2025年09月,スポーツＧＴ Ｓ,4700,,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,35,MG30B,5 - すごくきれい,179 ～ 182,2025年09月,ベースグレード,3000,8.3,白,AC AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2015,ＡＴ,65,MGTA1,4 - きれい,296 ～ 302,2025年09月,スポーツ ＭＣオートシフト,4700,,白,AC NV TV AW,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,15,MG30A,5 - すごくきれい,485 ～ 489,2025年09月,Ｓ グランスポーツ,3000,8.4,パール,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,64,MG30A,5 - すごくきれい,192 ～ 197,2025年09月,Ｓ,3000,8.9,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2013,ＡＴ,22,MGTA1,5 - すごくきれい,390 ～ 394,2025年09月,スポーツ,4700,8.4,白,AC AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,26,MG30C,5 - すごくきれい,349 ～ 353,2025年09月,グランスポーツ,3000,8.7,青,AC AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2024,ＡＴ,10,MGR20C,5 - すごくきれい,630 ～ 633,2025年09月,,2000,9.7,黒,AC NV TV AW SR 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2018,ＡＴ,6,MGCMC,5 - すごくきれい,971 ～ 975,2025年09月,ＭＣ,4700,7.12,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,48,MG30B,4 - きれい,178 ～ 181,2025年09月,ベースグレード,3000,9.5,パール,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,38,MLE30E,4 - きれい,443 ～ 447,2025年09月,Ｓグランスポーツ,3000,7.10,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,63,MLE30A,5 - すごくきれい,252 ～ 255,2025年09月,ベースグレード,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,62,MLE30A,5 - すごくきれい,289 ～ 294,2025年09月,ベースグレード,3000,,グレー,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,66,MLE30D,5 - すごくきれい,276 ～ 281,2025年09月,ベースグレード,3000,7.11,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2019,ＡＴ,54,MG30C,4 - きれい,298 ～ 304,2025年09月,グランスポーツ,3000,9.9,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,26,MLE30D,5 - すごくきれい,504 ～ 507,2025年09月,グランスポーツ,3000,8.6,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,63,MG30B,5 - すごくきれい,179 ～ 183,2025年09月,ベースグレード,3000,9.6,黒,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2025,ＡＴ,3,MLE20,5 - すごくきれい,607 ～ 609,2025年09月,,2000,10.8,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2022,ＡＴ,18,MLE30,5 - すごくきれい,606 ～ 609,2025年09月,モデナ,3000,7.12,黒,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,61,MQP38A,4 - きれい,196 ～ 200,2025年09月,ＧＴ Ｓ,3800,8.3,ワイン,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,81,MLE30E,5 - すごくきれい,242 ～ 246,2025年09月,Ｓ,3000,8.1,パール,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,38,MQP38A,5 - すごくきれい,227 ～ 230,2025年09月,ＧＴ Ｓ,3800,9.1,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 4WD,2014,ＡＴ,72,MG30AA,4 - きれい,140 ～ 145,2025年09月,Ｓ Ｑ４,3000,8.12,白,AC NV TV SR,,,,,
マセラティ,レヴァンテ 4WD,2020,ＡＴ,18,MLE30A,5 - すごくきれい,428 ～ 432,2025年09月,,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ 2WD,2012,ＡＴ,51,MGTA,4 - きれい,221 ～ 225,2025年09月,,4700,8.12,白,AC,,,,,
マセラティ,クアトロポルテ 4D 2WD,2016,ＡＴ,44,MQP38A,4 - きれい,269 ～ 275,2025年09月,ＧＴ Ｓ,3800,,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 4WD,2024,ＡＴ,2,M189,5 - すごくきれい,1421 ～ 1426,2025年09月,モデナ,3000,9.4,グレー,AC AW 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2010,ＡＴ,58,MGTA,4 - きれい,266 ～ 268,2025年08月,Ｓ,4700,8.6,黒,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,34,MG30C,5 - すごくきれい,398 ～ 403,2025年08月,グランスポーツ,3000,8.2,黒,AC NV TV AW SR,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,38,MGTA1,5 - すごくきれい,431 ～ 435,2025年08月,スポーツ ＭＣオートシフト,4700,8.8,黒,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,21,MG30C,5 - すごくきれい,507 ～ 512,2025年08月,グランスポーツ,3000,9.8,白,AC 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,97,MLE30D,5 - すごくきれい,239 ～ 241,2025年08月,グランスポーツ,3000,8.1,黒,AC AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2020,ＡＴ,18,MQP30C,5 - すごくきれい,454 ～ 456,2025年08月,グランスポーツ,3000,,グレー,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2013,ＡＴ,55,MGTA1,4 - きれい,341 ～ 344,2025年08月,スポーツ ＭＣオートシフト,4700,,青,AC AW,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,88,MLE30D,4 - きれい,225 ～ 229,2025年08月,ベースグレード,3000,8.11,青,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,76,MLE30E,5 - すごくきれい,268 ～ 272,2025年08月,Ｓ,3000,8.10,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,111,MG30C,4 - きれい,90 ～ 94,2025年08月,ベースグレード,3000,7.12,グレー,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,50,MG30C,5 - すごくきれい,203 ～ 207,2025年08月,ベースグレード,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,27,MLE30E,5 - すごくきれい,350 ～ 352,2025年08月,Ｓグランスポーツ,3000,8.11,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,141,MG30B,3 - 普通,72 ～ 76,2025年08月,ベースグレード,3000,9.4,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,45,MG30B,5 - すごくきれい,149 ～ 153,2025年08月,ベースグレード,3000,8.11,青,AC NV TV AW SR 革,,,,,
マセラティ,ＭＣ２０ クーペ 2WD,2022,ＡＴ,2,MC30,5 - すごくきれい,1820 ～ 1824,2025年08月,ベースグレード,3000,7.12,黄,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,4,MG38,5 - すごくきれい,964 ～ 969,2025年08月,トロフェオ,3800,8.9,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,43,MG30B,4 - きれい,179 ～ 183,2025年08月,ベースグレード,3000,9.2,,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2019,ＡＴ,15,MQP30A,5 - すごくきれい,576 ～ 579,2025年08月,Ｓ,3000,8.7,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,9,MLE30E,5 - すごくきれい,598 ～ 602,2025年08月,Ｓグランスポーツ,3000,,,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,40,MG30B,4 - きれい,149 ～ 152,2025年08月,ベースグレード,3000,9.3,青,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,40,MG30A,5 - すごくきれい,439 ～ 443,2025年08月,Ｓ グランスポーツ,3000,,シルバー,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,51,MLE30D,5 - すごくきれい,316 ～ 322,2025年08月,グランルッソ,3000,,グレー,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2012,ＡＴ,47,MGTA,5 - すごくきれい,233 ～ 235,2025年08月,Ｓ,4700,,パール,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2015,ＡＴ,73,MQP30A,5 - すごくきれい,147 ～ 152,2025年08月,Ｓ,3000,8.4,紺,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2014,ＡＴ,16,MQP30A,5 - すごくきれい,220 ～ 222,2025年08月,Ｓ,3000,9.6,白,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,24,MGR20C,5 - すごくきれい,528 ～ 530,2025年08月,,2000,8.4,青,AC NV TV AW SR 革,,,,,
マセラティ,グレカーレ 5D 4WD,2023,ＡＴ,28,MGR20C,5 - すごくきれい,527 ～ 532,2025年08月,,2000,8.4,青,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,94,MG30B,5 - すごくきれい,144 ～ 148,2025年08月,ベースグレード,3000,,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,56,MG30A,5 - すごくきれい,195 ～ 200,2025年08月,Ｓ,3000,,白,AC AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,90,MLE30E,5 - すごくきれい,221 ～ 223,2025年08月,Ｓ,3000,9.3,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2016,ＡＴ,199,MQP30A,3 - 普通,57 ～ 62,2025年08月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,67,MQP38A,5 - すごくきれい,239 ～ 245,2025年08月,ＧＴ Ｓ,3800,9.7,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,17,MG30A,5 - すごくきれい,469 ～ 472,2025年08月,Ｓ グランスポーツ,3000,,,AC SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2021,ＡＴ,35,MLE30D,5 - すごくきれい,429 ～ 432,2025年08月,グランスポーツ,3000,8.10,グレー,AC AW SR 革,,,,,
